timestamp,date_heure,latitude,longitude,type,confiance,urgence,statut
1766208831.1817641,2025-12-20 06:33:51,34.048882,-6.83045,Pothole,0.53,MOYENNE,NON_TRAITE
1766208831.7155306,2025-12-20 06:33:51,34.048882,-6.83045,Pothole,0.48,FAIBLE,NON_TRAITE
1766208832.5414484,2025-12-20 06:33:52,34.048932,-6.83043,Pothole,0.53,MOYENNE,NON_TRAITE
1766208833.103474,2025-12-20 06:33:53,34.048932,-6.83043,Pothole,0.52,MOYENNE,NON_TRAITE
1766208833.6652157,2025-12-20 06:33:53,34.048982,-6.83041,Pothole,0.6,MOYENNE,NON_TRAITE
1766208834.2962856,2025-12-20 06:33:54,34.049032,-6.83039,Pothole,0.57,MOYENNE,NON_TRAITE
1766208834.8756385,2025-12-20 06:33:54,34.049032,-6.83039,Pothole,0.45,FAIBLE,NON_TRAITE
1766208835.3930845,2025-12-20 06:33:55,34.049032,-6.83039,Pothole,0.41,FAIBLE,NON_TRAITE
1766208835.9569755,2025-12-20 06:33:55,34.049082,-6.83037,Pothole,0.57,MOYENNE,NON_TRAITE
1766208836.5714629,2025-12-20 06:33:56,34.049082,-6.83037,Pothole,0.41,FAIBLE,NON_TRAITE
1766208837.1711442,2025-12-20 06:33:57,34.049132,-6.83035,Pothole,0.59,MOYENNE,NON_TRAITE
